Company Name,CIK
"NRG ENERGY, INC.",1013871
NRG YIELD LLC,1637757
"NRG Yield, Inc.",1567683
NSTAR ELECTRIC CO,13372
NTN BUZZTIME INC,748592
NU SKIN ENTERPRISES INC,1021561
NUCOR CORP,73309
NUMEREX CORP /PA/,870753
NUTRA PHARMA CORP,1119643
NUTRI SYSTEM INC /DE/,1096376
NUVASIVE INC,1142596
"NUVEL HOLDINGS, INC.",1503985
"NV5 Global, Inc.",1532961
NVE CORP /NEW/,724910
NVIDIA CORP,1045810
NVR INC,906163
NXChain Inc.,1039757
NZCH Corp,1083243
NanoFlex Power Corp,1571636
NanoString Technologies Inc,1401708
"NanoVibronix, Inc.",1326706
"NantHealth, Inc.",1566469
"NantKwest, Inc.",1326110
Nascent Biotech Inc.,1622057
Nate's Food Co.,1409446
"Natera, Inc.",1604821
National Bank Holdings Corp,1475841
"National CineMedia, Inc.",1377630
"National CineMedia, LLC",1527190
National Commerce Corp,1609951
National General Holdings Corp.,1578735
National Interstate CORP,1301106
National Storage Affiliates Trust,1618563
"National Waste Management Holdings, Inc.",1515319
"National Western Life Group, Inc.",1635984
Nationstar Mortgage Holdings Inc.,1520566
"NaturalNano, Inc.",863895
NaturalShrimp Inc,1465470
Neenah Paper Inc,1296435
Neff Corp,1617667
Nemaura Medical Inc.,1602078
"Nemus Bioscience, Inc.",1516551
"Neonode, Inc",87050
"Neos Therapeutics, Inc.",1467652
"Neothetics, Inc.",1618835
"Net Element, Inc.",1499961
"Net Medical Xpress Solutions, Inc.",1101865
"Neuralstem, Inc.",1357459
"NeuroMetrix, Inc.",1289850
"Neurotrope, Inc.",1513856
Nevada Canyon Gold Corp.,1605481
New Age Beverages Corp,1579823
"New Asia Holdings, Inc.",1485029
"New Bancorp, Inc.",1644482
New Century Resources Corp,1104462
"New Concept Energy, Inc.",105744
"New Enterprise Stone & Lime Co., Inc.",1527032
New Home Co Inc.,1574596
New Media Investment Group Inc.,1579684
New Mountain Finance Corp,1496099
New Residential Investment Corp.,1556593
New Senior Investment Group Inc.,1610114
"New York REIT, Inc.",1474464
"NewStar Financial, Inc.",1373561
"Newgioco Group, Inc.",1080319
Newmarkt Corp.,1679817
Newtek Business Services Corp.,1587987
"NexPoint Capital, Inc.",1588272
"NexPoint Residential Trust, Inc.",1620393
"Nexpoint Multifamily Capital Trust, Inc.",1592745
"Next Graphite, Inc.",1563315
"NextEra Energy Partners, LP",1603145
"Nexus Enterprise Solutions, Inc.",1561781
Nexvet Biopharma plc,1618561
"Nhale, Inc.",1552979
Nielsen Holdings plc,1492633
"NightFood Holdings, Inc.",1593001
"Nivalis Therapeutics, Inc.",1626199
Nobilis Health Corp.,1409916
Noble Corp plc,1458891
Noble Midstream Partners LP,1647513
"North America Frac Sand, Inc.",1409253
NorthStar Asset Management Group Inc.,1597503
"NorthStar Healthcare Income, Inc.",1503707
"NorthStar Real Estate Income II, Inc.",1564657
"NorthStar Real Estate Income Trust, Inc.",1455650
NorthStar Realty Europe Corp.,1646587
"NorthStar/RXR New York Metro Real Estate, Inc.",1603671
Northern Power Systems Corp.,1605997
Northern Tier Energy LP,1533454
"Northfield Bancorp, Inc.",1493225
"Northwest Bancshares, Inc.",1471265
Norwegian Cruise Line Holdings Ltd.,1513761
"Notis Global, Inc.",1547996
"Nova Lifestyle, Inc.",1473334
"NovaBay Pharmaceuticals, Inc.",1389545
"Novan, Inc.",1467154
Novelis Inc.,1304280
Novocure Ltd,1645113
Novus Robotics Inc.,1388180
NowNews Digital Media Technology Co. Ltd.,1509477
"Nu-Med Plus, Inc.",1543637
"NuGene International, Inc.",1593549
"NuSTATE ENERGY HOLDINGS, INC.",1082733
NuStar Energy L.P.,1110805
"NuStar GP Holdings, LLC",1223786
"Nuo Therapeutics, Inc.",1091596
Nuvectra Corp,1648893
Nuveen Diversified Commodity Fund,1345801
Nuveen Long/Short Commodity Total Return Fund,1522699
"Nuverra Environmental Solutions, Inc.",1403853
"NxStage Medical, Inc.",1333170
"Nxt-ID, Inc.",1566826
O REILLY AUTOMOTIVE INC,898173
OBALON THERAPEUTICS INC,1427570
OCCIDENTAL PETROLEUM CORP /DE/,797468
OCEAN BIO CHEM INC,350737
OCEANEERING INTERNATIONAL INC,73756
OCEANFIRST FINANCIAL CORP,1004702
OCI Partners LP,1578932
"OCLARO, INC.",1110647
"OCULAR THERAPEUTIX, INC",1393434
OCULUS VISIONTECH INC.,1107280
OCWEN FINANCIAL CORP,873860
ODYSSEY MARINE EXPLORATION INC,798528
OFFICE DEPOT INC,800240
OFG BANCORP,1030469
OFS Capital Corp,1487918
OGE ENERGY CORP.,1021635
OGL Holdings Ltd.,1634421
OGLETHORPE POWER CORP,788816
OHA Investment Corp,1297704
OHIO POWER CO,73986
OHIO VALLEY BANC CORP,894671
"OIL STATES INTERNATIONAL, INC",1121484
OKLAHOMA GAS & ELECTRIC CO,74145
"OLB GROUP, INC.",1314196
OLD DOMINION ELECTRIC COOPERATIVE,885568
OLD DOMINION FREIGHT LINE INC/VA,878927
OLD LINE BANCSHARES INC,1253317
OLD NATIONAL BANCORP /IN/,707179
OLD POINT FINANCIAL CORP,740971
OLD REPUBLIC INTERNATIONAL CORP,74260
OLD SECOND BANCORP INC,357173
OLIN CORP,74303
OLYMPIC STEEL INC,917470
OM Asset Management plc,1611702
OMEGA HEALTHCARE INVESTORS INC,888491
OMEGA PROTEIN CORP,1053650
OMEROS CORP,1285819
"OMNICELL, Inc",926326
OMNICOM GROUP INC.,29989
OMNICOMM SYSTEMS INC,1034592
"OMPHALOS, CORP",1103640
ON ASSIGNMENT INC,890564
ON SEMICONDUCTOR CORP,1097864
ON THE MOVE SYSTEMS CORP.,1498148
ON TRACK INNOVATIONS LTD,1021604
"ONCOGENEX PHARMACEUTICALS, INC.",949858
ONCOR ELECTRIC DELIVERY CO LLC,1193311
"ONE Gas, Inc.",1587732
"ONE Group Hospitality, Inc.",1399520
ONE LIBERTY PROPERTIES INC,712770
ONEOK INC /NEW/,1039684
ONEOK Partners LP,909281
"ONLINE DISRUPTIVE TECHNOLOGIES, INC.",1498380
ONVIA INC,1100917
OPEN TEXT CORP,1002638
OPGEN INC,1293818
OPPENHEIMER HOLDINGS INC,791963
"OPTILEAF, INC.",1628228
ORAGENICS INC,1174940
ORANCO INC,1098996
ORASURE TECHNOLOGIES INC,1116463
ORBCOMM Inc.,1361983
"ORGANOVO HOLDINGS, INC.",1497253
"ORIENTAL MAGIC SOUP, INC.",1579541
ORIGINAL SIXTEEN TO ONE MINE INC /CA/,74925
"ORIGINCLEAR, INC.",1419793
"ORION ENERGY SYSTEMS, INC.",1409375
ORION FUTURES FUND LP,1227265
"ORMAT TECHNOLOGIES, INC.",1296445
ORRSTOWN FINANCIAL SERVICES INC,826154
ORTHOFIX INTERNATIONAL N V,884624
OSI SYSTEMS INC,1039065
OTELCO INC.,1288359
OURPETS CO,1094139
OUTFRONT Media Inc.,1579877
OVERSEAS SHIPHOLDING GROUP INC,75208
"OVERSTOCK.COM, INC",1130713
OWC Pharmaceutical Research Corp.,1431934
OWENS & MINOR INC/VA/,75252
OWENS ILLINOIS INC /DE/,812074
OWENS-ILLINOIS GROUP INC,812233
OXBRIDGE RE HOLDINGS Ltd,1584831
OXIS INTERNATIONAL INC,109657
Oak Valley Bancorp,1431567
"Oaktree Capital Group, LLC",1403528
Oasis Petroleum Inc.,1486159
Ocean Shore Holding Co.,1444397
Ocean Thermal Energy Corp,1531272
"Ocera Therapeutics, Inc.",1274644
Och-Ziff Capital Management Group LLC,1403256
Oconee Federal Financial Corp.,1501078
"Oculus Innovative Sciences, Inc.",1367083
"Omagine, Inc.",820600
"Omega Flex, Inc.",1317945
Omnitek Engineering Corp,1404804
"On Deck Capital, Inc.",1420811
"OncBioMune Pharmaceuticals, Inc",1362703
OncoCyte Corp,1642380
OncoMed Pharmaceuticals Inc,1302573
"Onconova Therapeutics, Inc.",1130598
"One Horizon Group, Inc.",225211
"OneBeacon Insurance Group, Ltd.",1369817
"OneMain Holdings, Inc.",1584207
OnePower Systems Ltd.,1561206
Onstream Media CORP,919130
Opal Island Acquisition Corp,1672888
"Opexa Therapeutics, Inc.",1069308
"OphthaliX, Inc.",1218683
Ophthotech Corp.,1410939
"Opko Health, Inc.",944809
OptimizeRx Corp,1448431
"OptimumBank Holdings, Inc.",1288855
Orbital Tracking Corp.,1058307
"Orchid Island Capital, Inc.",1518621
Orchids Paper Products CO /DE,1324189
"Orexigen Therapeutics, Inc.",1382911
Orgenesis Inc.,1460602
Orient Paper Inc.,1358190
"Original Source Entertainment, Inc.",1500198
"Original Source Music, Inc.",1639836
Origo Acquisition Corp,1619551
Orion Group Holdings Inc,1402829
Oritani Financial Corp,1483195
"Oro East Mining, Inc.",1430174
"Otonomy, Inc.",1493566
Ottawa Bancorp Inc,1675192
Otter Tail Corp,1466593
"OvaScience, Inc.",1544227
Owens Corning,1370946
"Owens Realty Mortgage, Inc.",1556364
Owl Rock Capital Corp,1655888
Oxford Immunotec Global PLC,1586049
P&F INDUSTRIES INC,75340
PACCAR FINANCIAL CORP,731288
PACCAR INC,75362
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC.",1299130
PACIFIC CONTINENTAL CORP,1084717
PACIFIC GAS & ELECTRIC Co,75488
PACIFIC HEALTH CARE ORGANIZATION INC,1138476
PACIFIC MERCANTILE BANCORP,1109546
"PACIFIC OFFICE PROPERTIES TRUST, INC.",830748
PACIFIC PREMIER BANCORP INC,1028918
PACIFIC VEGAS GLOBAL STRATEGIES INC,1163612
PACIFICORP /OR/,75594
"PACK FUERTE, INC.",1567388
PACKAGING CORP OF AMERICA,75677
PACWEST BANCORP,1102112
PAID INC,1017655
PAIN THERAPEUTICS INC,1069530
PALATIN TECHNOLOGIES INC,911216
PAM TRANSPORTATION SERVICES INC,798287
PANERA BREAD CO,724606
PANHANDLE EASTERN PIPE LINE CO LP,76063
"PANTHER BIOTECHNOLOGY, INC.",1530981
PAPA JOHNS INTERNATIONAL INC,901491
PAPERWEIGHT DEVELOPMENT CORP,1166365
"PAR PACIFIC HOLDINGS, INC.",821483
PAR TECHNOLOGY CORP,708821
PARADISE INC,76149
PARAGON OFFSHORE PLC,1594590
"PARALLAX HEALTH SCIENCES, INC.",1388410
PARETEUM Corp,1084384
PAREXEL INTERNATIONAL CORP,799729
PARK CITY GROUP INC,50471
PARK ELECTROCHEMICAL CORP,76267
PARK NATIONAL CORP /OH/,805676
PARK OHIO HOLDINGS CORP,76282
PARK OHIO INDUSTRIES INC/OH,1068148
"PARKE BANCORP, INC.",1315399
PARKER DRILLING CO /DE/,76321
PARKER HANNIFIN CORP,76334
PARKERVISION INC,914139
PATRICK INDUSTRIES INC,76605
PATRIOT NATIONAL BANCORP INC,1098146
PATRIOT SCIENTIFIC CORP,836564
PATTERSON UTI ENERGY INC,889900
PAVmed Inc.,1624326
PAYMENT DATA SYSTEMS INC,1088034
"PB Bancorp, Inc.",1652106
PBF Energy Inc.,1534504
PBF Finance Corp,1566097
PBF Holding Co LLC,1566011
PBF Logistics LP,1582568
PC CONNECTION INC,1050377
PC TEL INC,1057083
"PCM, INC.",937941
PCS EDVENTURES COM INC,1122020
"PDC ENERGY, INC.",77877
PDF SOLUTIONS INC,1120914
"PDL BIOPHARMA, INC.",882104
PEABODY ENERGY CORP,1064728
PEAPACK GLADSTONE FINANCIAL CORP,1050743
PECO ENERGY CO,78100
PEDEVCO CORP,1141197
PEGASYSTEMS INC,1013857
PEN INC.,891417
PENN NATIONAL GAMING INC,921738
PENN VIRGINIA CORP,77159
PENNS WOODS BANCORP INC,716605
PENNSYLVANIA REAL ESTATE INVESTMENT TRUST,77281
"PENNYMAC FINANCIAL SERVICES, INC.",1568669
"PENSKE AUTOMOTIVE GROUP, INC.",1019849
PENTAIR plc,77360
PEOPLES BANCORP INC,318300
PEOPLES BANCORP OF NORTH CAROLINA INC,1093672
PEOPLES FINANCIAL CORP /MS/,770460
PEOPLES FINANCIAL SERVICES CORP.,1056943
PEPCO HOLDINGS LLC,1135971
PERCEPTRON INC/MI,887226
PEREGRINE INDUSTRIES INC,1061164
PERFICIENT INC,1085869
PERKINELMER INC,31791
PERMA FIX ENVIRONMENTAL SERVICES INC,891532
PERMIAN BASIN ROYALTY TRUST,319654
"PERNIX THERAPEUTICS HOLDINGS, INC.",1024126
PERRIGO Co plc,1585364
PETMED EXPRESS INC,1040130
PETRICHOR CORP.,1604082
"PETRONE WORLDWIDE, INC.",1096132
PETROQUEST ENERGY INC,872248
PETROTERRA CORP.,1463208
PFIZER INC,78003
"PFO Global, Inc.",1456455
PFSWEB INC,1095315
PG&E Corp,1004980
PGI INC,81157
"PGT, Inc.",1354327
"PHARMATHENE, INC",1326190
"PHASERX, INC.",1429386
PHH CORP,77776
PHI GROUP INC,704172
PHI INC,350403
PHIBRO ANIMAL HEALTH CORP,1069899
PHILLIPS 66 PARTNERS LP,1572910
"PHILLIPS EDISON GROCERY CENTER REIT I, INC.",1476204
"PHILLIPS EDISON GROCERY CENTER REIT II, INC.",1581405
PHOTOMEDEX INC,711665
"PHYSICAL PROPERTY HOLDINGS, INC.",1048055
PICO HOLDINGS INC /NEW,830122
PIER 1 IMPORTS INC/DE,278130
"PIERIS PHARMACEUTICALS, INC.",1583648
PILGRIMS PRIDE CORP,802481
PILLARSTONE CAPITAL REIT,928953
PINNACLE FINANCIAL PARTNERS INC,1115055
PINNACLE WEST CAPITAL CORP,764622
PIONEER ENERGY SERVICES CORP,320575
PIONEER NATURAL RESOURCES CO,1038357
"PIONEER POWER SOLUTIONS, INC.",1449792
PIPER JAFFRAY COMPANIES,1230245
PITNEY BOWES INC /DE/,78814
"PIXELWORKS, INC",1040161
PJT Partners Inc.,1626115
PLAINS ALL AMERICAN PIPELINE LP,1070423
PLAINS GP HOLDINGS LP,1581990
PLANTRONICS INC /CA/,914025
PLAYERS NETWORK,1037131
PLUG POWER INC,1093691
PLUMAS BANCORP,1168455
PLURISTEM THERAPEUTICS INC,1158780
PLY GEM HOLDINGS INC,1284807
"PMX Communities, Inc.",1471387
"PNC FINANCIAL SERVICES GROUP, INC.",713676
PNM RESOURCES INC,1108426
POLARIS INDUSTRIES INC/MN,931015
POLYONE CORP,1122976
POOL CORP,945841
POPE RESOURCES LTD PARTNERSHIP,784011
"POPEYES LOUISIANA KITCHEN, INC.",1041379
POPULAR INC,763901
PORTLAND GENERAL ELECTRIC CO /OR/,784977
PORTOLA PHARMACEUTICALS INC,1269021
PORTSMOUTH SQUARE INC,79661
POSITIVEID Corp,1347022
POST APARTMENT HOMES LP,1012271
POST PROPERTIES INC,903127
POTASH CORP OF SASKATCHEWAN INC,855931
POTBELLY CORP,1195734
POTLATCH CORP,1338749
POTOMAC ELECTRIC POWER CO,79732
POTOMAC FUTURES FUND LP,1043565
"POW! ENTERTAINMENT, INC.",1505892
POWER INTEGRATIONS INC,833640
"POWERDYNE INTERNATIONAL, INC.",1435617
POWERSHARES DB AGRICULTURE FUND,1383082
POWERSHARES DB BASE METALS FUND,1383084
POWERSHARES DB SILVER FUND,1383054
POWERSHARES DB US DOLLAR INDEX BEARISH FUND,1383149
"POWERVERDE, INC.",933972
POWIN ENERGY CORP,1468780
PPG INDUSTRIES INC,79879
PPL Corp,922224
PPL ELECTRIC UTILITIES CORP,317187
PRA GROUP INC,1185348
"PRA Health Sciences, Inc.",1613859
PRAXAIR INC,884905
PREAXIA HEALTH CARE PAYMENT SYSTEMS INC.,1350156
"PRECISION OPTICS CORPORATION, INC.",867840
PREFERRED APARTMENT COMMUNITIES INC,1481832
PREFORMED LINE PRODUCTS CO,80035
PREMIER BIOMEDICAL INC,1515740
PREMIER FINANCIAL BANCORP INC,887919
PREMIER HOLDING CORP.,1030916
"PREMIER PACIFIC CONSTRUCTION, INC.",1589919
PRESIDENTIAL REALTY CORP/DE/,731245
PRESSURE BIOSCIENCES INC,830656
PRESTIGE CAPITAL CORP,790179
"PRGX GLOBAL, INC.",1007330
PRICE T ROWE GROUP INC,1113169
PRIMEENERGY CORP,56868
PRINCIPAL FINANCIAL GROUP INC,1126328
"PRIVATEBANCORP, INC",889936
PRO DEX INC,788920
PROASSURANCE CORP,1127703
PROCTER & GAMBLE Co,80424
PROCYON CORP,812306
PROFIRE ENERGY INC,1289636
PROGENICS PHARMACEUTICALS INC,835887
PROGRESS ENERGY INC,1094093
PROGRESS SOFTWARE CORP /MA,876167
PROGRESSIVE CORP/OH/,80661
PROOFPOINT INC,1212458
"PROS Holdings, Inc.",1392972
PROSPECT CAPITAL CORP,1287032
"PROSPER MARKETPLACE, INC",1416265
PROSPERITY BANCSHARES INC,1068851
PROTALEX INC,1099215
PROTECT PHARMACEUTICAL Corp,1493526
PROTECTIVE LIFE CORP,355429
PROTECTIVE LIFE INSURANCE CO,310826
PROTEO INC,1063104
PROTEON THERAPEUTICS INC,1359931
"PROTEOSTASIS THERAPEUTICS, INC.",1445283
PROTO SCRIPT PHARMACEUTICAL CORP,1521420
"PROVECTUS BIOPHARMACEUTICALS, INC.",315545
PROVIDENCE SERVICE CORP,1220754
PROVIDENT FINANCIAL HOLDINGS INC,1010470
PROVIDENT FINANCIAL SERVICES INC,1178970
PRUCO LIFE INSURANCE CO,777917
PRUCO LIFE INSURANCE OF NEW JERSEY,1038509
PRUCO LIFE OF NEW JERSEY VARIABLE CONTRACT REAL PROPERTY ACC,829114
PRUCO LIFE VARIABLE CONTRACT REAL PROPERTY ACCOUNT,801348
PRUDENTIAL ANNUITIES LIFE ASSURANCE CORP/CT,881453
PRUDENTIAL FINANCIAL INC,1137774
PRUDENTIAL VARIABLE CONTRACT REAL PROPERTY ACCOUNT,846581
PS BUSINESS PARKS INC/CA,866368
PSEG POWER LLC,1158659
PSYCHEMEDICS CORP,806517
"PTC THERAPEUTICS, INC.",1070081
PUBLIC SERVICE CO OF COLORADO,81018
PUBLIC SERVICE CO OF NEW HAMPSHIRE,315256
PUBLIC SERVICE CO OF NEW MEXICO,81023
PUBLIC SERVICE CO OF OKLAHOMA,81027
PUBLIC SERVICE ELECTRIC & GAS CO,81033
PUBLIC SERVICE ENTERPRISE GROUP INC,788784
PUBLIX SUPER MARKETS INC,81061
PUGET ENERGY INC /WA,1085392
PUGET SOUND ENERGY INC,81100
PULTEGROUP INC/MI/,822416
"PUMA BIOTECHNOLOGY, INC.",1401667
"PUNTO GROUP, CORP.",1622244
PURADYN FILTER TECHNOLOGIES INC,1019787
"PURESNAX INTERNATIONAL, INC.",1527702
Pace Holdings Corp.,1644509
Pacific Coast Oil Trust,1538822
"Pacific Ethanol, Inc.",778164
"Pacific Media Group Enterprises, Inc.",1683252
Pacific Special Acquisition Corp.,1650575
"Pacific Ventures Group, Inc.",882800
"Pacira Pharmaceuticals, Inc.",1396814
"Palayan Resources, Inc.",1612851
Palo Alto Networks Inc,1327567
"Pan Ocean Container Supplies, Ltd.",1372167
"Pandora Media, Inc.",1230276
Pangaea Logistics Solutions Ltd.,1606909
"Papa Murphy's Holdings, Inc.",1592379
Paragon Commercial CORP,1414374
Paramount Gold Nevada Corp.,1629210
"Paramount Group, Inc.",1605607
"Paratek Pharmaceuticals, Inc.",1178711
Park Sterling Corp,1507277
"Parkview Capital Credit, Inc.",1626899
Parkway Acquisition Corp.,1657642
"Parkway, Inc.",1677761
"Parsley Energy, Inc.",1594466
Party City Holdco Inc.,1592058
"Pathfinder Bancorp, Inc.",1609065
"Patriot National, Inc.",1619917
Pattern Energy Group Inc.,1561660
"PayPal Holdings, Inc.",1633917
Paybox Corp.,879703
"Paycom Software, Inc.",1590955
Paylocity Holding Corp,1591698
"Pazoo, Inc.",1533427
Pebblebrook Hotel Trust,1474098
"Peekay Boutiques, Inc.",1595552
"PeerLogix, Inc.",1603494
Pendrell Corp,1359555
"PennTex Midstream Partners, LP",1617798
PennyMac Mortgage Investment Trust,1464423
Penumbra Inc,1321732
"People's United Financial, Inc.",1378946
People's Utah Bancorp,1636286
Performance Food Group Co,1618673
Performant Financial Corp,1550695
"Perkins Oil & Gas, Inc.",1567802
Perry Hill Acquisition Corp,1662672
Pershing Gold Corp.,1432196
PetroGas Co,1609258
PetroShare Corp.,1568079
Petrolia Energy Corp,1368637
Petrus Resources Corp,1530244
Pfenex Inc.,1478121
PharMerica CORP,1388195
Philip Morris International Inc.,1413329
Phillips 66,1534701
Phoenix Apps Inc.,1660839
Physicians Realty Trust,1574540
"Piedmont Office Realty Trust, Inc.",1042776
"Pilgrim Bancshares, Inc.",1601347
Pingtan Marine Enterprise Ltd.,1517130
Pinkbrick Holdings Inc.,1628175
"Pinnacle Entertainment, Inc.",1656239
Pinnacle Foods Inc.,1564822
PixarBio Corp,1623077
"Planet Fitness, Inc.",1637207
Planet Payment Inc,1362925
"Plastic2Oil, Inc.",1381105
Platform Specialty Products Corp,1590714
Plush Corp,1658605
"Poage Bankshares, Inc.",1511071
Pocket Shot Co,1351573
"Point Capital, Inc.",1514183
Point.360,1398797
Polaris Futures Fund L.P.,1428040
"Pollex, Inc.",1178377
"Porter Bancorp, Inc.",1358356
Portlogic Systems Inc.,1413990
"PostAds, Inc.",1655971
Power REIT,1532619
PowerComm Holdings Inc.,1634424
PowerMedChairs,1575659
PowerShares DB Commodity Index Tracking Fund,1328237
PowerShares DB Energy Fund,1383062
PowerShares DB G10 Currency Harvest Fund,1354730
PowerShares DB Gold Fund,1383055
PowerShares DB Multi-Sector Commodity Trust,1367306
PowerShares DB Oil Fund,1383058
PowerShares DB Precious Metals Fund,1383057
PowerShares DB US Dollar Index Bullish Fund,1383151
PowerShares DB US Dollar Index Trust,1371571
Praco Corp,1498122
"Precision Aerospace Components, Inc.",936446
"Premier Product Group, Inc.",1301838
"Premier, Inc.",1577916
Presbia PLC,1591096
"Prestige Brands Holdings, Inc.",1295947
Priceline Group Inc.,1075531
Prime Meridian Holding Co,1586454
"Primerica, Inc.",1475922
Primo Water Corp,1365101
Primoris Services Corp,1361538
"Prism Technologies Group, Inc.",1077370
ProNAi Therapeutics Inc,1290149
"ProPhase Labs, Inc.",868278
ProShares Trust II,1415311
Probe Manufacturing Inc,1329606
"Professional Diversity Network, Inc.",1546296
"Profit Planners Management, Inc.",1468164
"Prologis, Inc.",1045609
"Prologis, L.P.",1045610
Propanc Health Group Corp,1517681
"Propel Media, Inc.",1622822
"Propell Technologies Group, Inc.",1434110
Property Management Corp of America,1602409
Prosper Funding LLC,1542574
"Protagenic Therapeutics, Inc.\new",1022899
"Protagonist Therapeutics, Inc",1377121
"Protalix BioTherapeutics, Inc.",1006281
"Protea Biosciences Group, Inc.",1335103
Prothena Corp plc,1559053
Proto Labs Inc,1443669
"ProtoKinetix, Inc.",1128189
"Provident Bancorp, Inc.",1635840
"Provision Holding, Inc.",1335493
Public Storage,1393311
"Pulmatrix, Inc.",1574235
Pulse Beverage Corp,1420569
"Pulse Biosciences, Inc.",1625101
PureBase Corp,1575858
"Pzena Investment Management, Inc.",1399249
Q BioMed Inc.,1596062
"Q2 Holdings, Inc.",1410384
QCR HOLDINGS INC,906465
"QEP RESOURCES, INC.",1108827
QLT INC/BC,827809
QNB CORP,750558
"QS Energy, Inc.",1103795
"QTS Realty Trust, Inc.",1577368
QUAINT OAK BANCORP INC,1391933
QUAKER CHEMICAL CORP,81362
"QUALITY CARE PROPERTIES, INC.",1677203
"QUALITY SYSTEMS, INC",708818
QUALSTAR CORP,758938
"QUALYS, INC.",1107843
QUANTA SERVICES INC,1050915
QUANTUM CORP /DE/,709283
QUANTUM MATERIALS CORP.,1403570
"QUANTUMSPHERE, INC.",1387135
QUEST DIAGNOSTICS INC,1022079
QUEST PATENT RESEARCH CORP,824416
QUESTAR GAS CO,68589
QUICKLOGIC CORPORATION,882508
QUIDEL CORP /DE/,353569
"QUINSTREET, INC",1117297
QUOTEMEDIA INC,1101433
QVC INC,1254699
QWEST CORP,68622
"Qorvo, Inc.",1604778
"Quad/Graphics, Inc.",1481792
Quadrant 4 System Corp,878802
"QualityTech, LP",1561164
"Quarta-Rad, Inc.",1549631
Quest Resource Holding Corp,1442236
"Quest Solution, Inc.",278165
Quinpario Acquisition Corp. 2,1620179
"Quintiles IMS Holdings, Inc.",1478242
Qumu Corp,892482
Quorum Health Corp,1650445
Quotient Ltd,1596946
Quotient Technology Inc.,1115128
"RACKSPACE HOSTING, INC.",1107694
RADIAN GROUP INC,890926
"RADIANT LOGISTICS, INC",1171155
"RADIO ONE, INC.",1041657
RADISYS CORP,873044
RAIT Financial Trust,1045425
RALPH LAUREN CORP,1037038
RAMBUS INC,917273
RAMCO GERSHENSON PROPERTIES TRUST,842183
RAND CAPITAL CORP,81955
RANGE RESOURCES CORP,315852
RARE ELEMENT RESOURCES LTD,1419806
"RAVE RESTAURANT GROUP, INC.",718332
RAYONIER ADVANCED MATERIALS INC.,1597672
RAYONIER INC,52827
RAYTHEON CO/,1047122
RBC Bearings INC,1324948
"RC-1, Inc.",1665598
RCM TECHNOLOGIES INC,700841
"RE/MAX Holdings, Inc.",1581091
READING INTERNATIONAL INC,716634
REAL ESTATE ASSOCIATES LTD II,314237
REAL ESTATE ASSOCIATES LTD IV,355573
REALNETWORKS INC,1046327
REALOGY GROUP LLC,1355001
REALOGY HOLDINGS CORP.,1398987
REALPAGE INC,1286225
REALTY INCOME CORP,726728
REATA PHARMACEUTICALS INC,1358762
RECEIVABLE ACQUISITION & MANAGEMENT CORP,733337
RECKSON OPERATING PARTNERSHIP LP,930810
RED HAT INC,1087423
RED ROBIN GOURMET BURGERS INC,1171759
REDWOOD MORTGAGE INVESTORS VIII,889123
REDWOOD TRUST INC,930236
"REED'S, INC.",1140215
REFLECT SCIENTIFIC INC,1103090
REGAL BELOIT CORP,82811
REGAL ENTERTAINMENT GROUP,1168696
REGENCY CENTERS CORP,910606
REGENCY CENTERS LP,1066247
REGENERON PHARMACEUTICALS INC,872589
REGENERX BIOPHARMACEUTICALS INC,707511
REGENT TECHNOLOGIES INC,319200
REGENXBIO Inc.,1590877
REGIONS FINANCIAL CORP,1281761
REGIS CORP,716643
REINSURANCE GROUP OF AMERICA INC,898174
RELIABILITY INC,34285
RELIANCE STEEL & ALUMINUM CO,861884
RELIV INTERNATIONAL INC,768710
RELM WIRELESS CORP,2186
"RELMADA THERAPEUTICS, INC.",1553643
"REMEDENT, INC.",1078037
RENAISSANCERE HOLDINGS LTD,913144
RENASANT CORP,715072
RENT A CENTER INC DE,933036
"RENTECH, INC.",868725
REPLIGEN CORP,730272
REPRO MED SYSTEMS INC,704440
REPROS THERAPEUTICS INC.,897075
REPUBLIC AIRWAYS HOLDINGS INC,1159154
REPUBLIC BANCORP INC /KY/,921557
REPUBLIC FIRST BANCORP INC,834285
"REPUBLIC SERVICES, INC.",1060391
RESEARCH FRONTIERS INC,793524
RESERVE PETROLEUM CO,83350
RESMED INC,943819
RESOURCES CONNECTION INC,1084765
RESPONSE BIOMEDICAL CORP,806888
RETAIL OPPORTUNITY INVESTMENTS CORP,1407623
"RETAIL PROPERTIES OF AMERICA, INC.",1222840
RETRACTABLE TECHNOLOGIES INC,946563
RETROSPETTIVA INC,1015383
"REVA Medical, Inc.",1496268
REVLON CONSUMER PRODUCTS CORP,890547
REVLON INC /DE/,887921
REX ENERGY CORP,1397516
"REXAHN PHARMACEUTICALS, INC.",1228627
REYNOLDS AMERICAN INC,1275283
RICH CIGARS INC,1582962
RICHARDSON ELECTRONICS LTD/DE,355948
RIDGEFIELD ACQUISITION CORP,812152
RIDGEWOOD ENERGY A-1 FUND LLC,1457919
RIDGEWOOD ENERGY Q FUND LLC,1338474
RIDGEWOOD ENERGY S FUND LLC,1352190
RIDGEWOOD ENERGY T FUND LLC,1364397
RIDGEWOOD ENERGY V FUND LLC,1385662
